Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
BitHappy,bithappy.co.uk,https://twitter.com/bithappybtc,,,,,
BitHolla,bitholla.com,https://twitter.com/bitholla,https://bitholla.com/contact,team@bitholla.com,Alireza Beikverdi,,
Bitit,bitit.io,https://twitter.com/bitit_gift,https://support.bitit.io/hc/en-us/requests/new,hello@bitit.io,Nicolas Katan,,
BitKong,bitkong.com,https://twitter.com/playbitkong,,hello@bitkong.com,,,
Bitlio,bitlio.com,https://twitter.com/bitliocom,,support@bitlio.com,,,
Bitlov,bitlov.com,,http://www.bitlov.com/contact/,,Brad Edwards,,brad@bitlov.com
Bitlum,bitlum.io,https://twitter.com/bitlumio,,hello@bitlum.io,Andrey Samokhvalov,https://twitter.com/andrewshvv,andrew.shvv@bitlum.io
BitMari,bitmari.com,https://www.twitter.com/bitmari_,,info@bitmari.com,Sinclair Skinner,https://twitter.com/skinnerliber8ed,
Bitmark Inc.,bitmark.com,https://twitter.com/bitmarkinc,,support@bitmark.com,Sean Moss-Pultz,https://twitter.com/moskovich,sean@bitmark.com
Bitmarket.ph,bitmarket.ph,https://twitter.com/bitmarketph,,hello@bitmarket.ph,,,
Bitmedia,bitmedia.io,https://twitter.com/bitmedia_io,,support@bitmedia.io,,,
Bitmessage,bitmessage.org,https://twitter.com/bitmessagedev,,user@bitmessage.org,,,
Bitmonet,bitmonet.com,https://twitter.com/bitmonet,,contact@bitmonet.com,Steve Beauregard,https://twitter.com/gobloqsteve,
Bitnary,bitnary.co,https://twitter.com/bitnaryapp,,me@bitnary.co,,,
Bitnomial,bitnomial.com,https://twitter.com/bitnomial/,,support@bitnomial.com ,Luke Hoersten,https://twitter.com/lukehoersten,luke@bitnomial.com
BitOasis,bitoasis.net,https://twitter.com/bitoasis,,help@bitoasis.net,Ola Doudin,https://twitter.com/odoudin,ola@bitoasis.net
BitoEX,bitoex.com,,,support@bitoex.com,,,
Bitonic,bitonic.com,https://twitter.com/bitonicnl,https://bitonic.nl/en/contact,,Daan Kleiman,https://twitter.com/daankleiman,
BitPanda,bitpanda.com,https://www.twitter.com/bitpandacom,,support@bitpanda.com,Eric Demuth,https://twitter.com/eric_demuth,eric@bitpanda.com
BITPARK,bitpark.net,https://twitter.com/bitpark_,,contact@bitpark.net,Kei Koshida,https://twitter.com/kosh02,
BitPay,bitpay.com,https://www.twitter.com/bitpay,https://help.bitpay.com/requestHelp,,Stephen Pair,https://twitter.com/spair,stephen@bitpay.com
Bitpaya Solutions,bitpaya.com,,,support@bitpaya.com,Uyime Jackson,,
Bitpolitan,bitpolitan.com,https://twitter.com/bitpolitan,,ventures@bitpolitan.com,Victor Charles,,victor@bitpolitan.com
BitPOS,bitpos.me,https://twitter.com/bitpos,,contact@bitpos.me,,,
BitPremier,bitpremier.com,http://twitter.com/bitpremier,,support@bitpremier.com,,,
BitQuick,bitquick.co,https://twitter.com/bitquickco,https://bitquick.co/contact,orders@bitquick.co,Jad Mubaslat,https://twitter.com/champbronc2,jad@bitquick.co
Bitrad_io,bitrad.io,https://twitter.com/bitrad_io,https://www.bitrad.io/contact/,info@bitrad.io,,,
Bitrated,bitrated.com,https://twitter.com/bitrated,https://www.bitrated.com/contact,contact@bitrated.com,Nadav Ivgi,,nadav@bitrated.com
BitReview,bitreview.com,http://www.twitter.com/bitreviewcom,https://bitreview.com/contact,,,,
Bits of Gold,bitsofgold.co.il,https://twitter.com/bitsofgold_ltd,,info@bitsofgold.co.il,,,
Bits of Proof,bitsofproof.com,https://twitter.com/bitsproof,https://bitsofproof.com/contact,,Tamás Blummer,https://twitter.com/tamasblummer,tamas@bitsofproof.com
Bitsapphire,bitsapphire.com,https://twitter.com/bitsapphire,,contact@bitsapphire.com,Dite Gashi,https://twitter.com/gashidite,
Bitseed,bitseed.org,https://twitter.com/bitseedorg,http://bitseed.org/contact-us/,,Mike Doty,,mike@bitseed.org
BitSend,mybitsend.com,https://twitter.com/bit_send,,info@mybitsend.com,,,
BitSerial,bitserial.io,https://twitter.com/bitserialnews,,support@bitserial.io,,,
BitShares Community,bitshares.org,https://twitter.com/bitshares,,contactbitshares@bitshares.org,,,
Bitsoko,bitsoko.co.ke,https://twitter.com/bitsoko,https://bitsoko.co.ke/home/contact.html,,,,
Bitspark,bitspark.io,https://twitter.com/bitsparkltd,,info@bitspark.io,George Harrap,https://twitter.com/george_harrap,
Bitstamped,bitstamped.io,https://twitter.com/bitstamped,https://bitstamped.io/press.php,,Nejc Kodrič,,
Bitstar,bitstarcoin.com,https://twitter.com/bitstar_coin,https://www.bitstarcoin.com/#contact-us,,,,
Bitstock Exchange,bitstock.com,https://twitter.com/bitstockcom,https://www.bitstock.com/en/contact,,Michael Hudson,,
BitSupport,bitsupport.io,http://www.twitter.com/bitsupportio,,support@bitsupport.io,,,
Bitswift™,bitswift.tech,https://twitter.com/bitswift_tech,,hello@bitswift.tech,Ben Geiger,,
Bitszer,bitszer.com,,,support@bitszer.com,Chester Davison,https://twitter.com/bitszerco,chester@bitszer.com
Bitt,bitt.com,https://twitter.com/bittglobal,https://www.bitt.com/about/contact,support@bitt.com,Rawdon Adams,https://twitter.com/rawdonadams,rawdon@bitt.com
Bittunes,bittunes.com,https://twitter.com/bittunes,,hello@bittunes.com,Simon Edhouse,,simon@bittunes.com
Bittylicious,bittylicious.com,https://twitter.com/bittylicious_,,support@bittylicious.com,Marc Warne,https://twitter.com/cocodude2,
Bitvest Digital Mining Corp.,bitvestinc.com,https://twitter.com/bitvestinc,https://bitvestinc.com/?page_id=2345,,Devin Hahn,,
Bitvolt,bitvolt.co,https://twitter.com/bitvoltvoltcoin,http://bitvolt.co/index.php/contact-us/,,,,
Bitwage,bitwage.com,https://twitter.com/bitwage,,support@bitwage.com,John Lindsay,https://twitter.com/johnlinzy,
Bitwala,bitwala.com,https://twitter.com/bitwala?lang=en,,help@bitwala.com,Jörg von Minckwitz,https://twitter.com/newjoergcity,joerg@bitwala.com
BitWall,bitwall.io,http://www.twitter.com/bitwall,,contact@bitwall.io,Nic Meliones,https://twitter.com/nicmeliones,nic@bitwall.io
BitWealth,bitwealth.io,https://twitter.com/bitwealth_io,https://www.bitwealth.io/contact.html,,Jefrey Bulla,https://twitter.com/jefreybulla,jefrey@bitwealth.io
BizYell,bizyell.com,https://twitter.com/mentalitch,,info@mentalitch.com,,,
Blackmoon,blackmooncrypto.com,https://twitter.com/blackmoonfg,,info@blackmooncrypto.com,Oleg Seydak,,oleg@blackmooncrypto.com
Blade,bladepayments.com/,,http://bladepayments.com/#contactUs,info@bladepayments.com,,,
Bleexy,bleexy.com,https://twitter.com/bleexyllc,,info@bleexy.com,Argentina Moise,https://twitter.com/bleexy,amoise@bleexy.com
Blem,blem.com,,https://www.blem.com/contact-us/,xlras@blem.com,,,
Blinktrade,blinktrade.com,,,contact@blinktrade.com,Rodrigo Souza,,
Blitzcash,blitz.cash,https://twitter.com/bitalize,http://blitz.cash/index.php/contact/,,,,
Block Array,blockarray.com,https://twitter.com/blockarraygroup,,contact@blockarray.com,,,
Block Chain Technologies,blockchaintechcorp.com,https://twitter.com/blocktechcorp,http://blockchaintechcorp.com/contact/,info@blocktech.com,Nick Spanos,,nick@blockchaintechcorp.com
Block Collective,blockcollective.io,,,,David Song,,
Block Notary,blocknotary.com,https://twitter.com/blocknotary,,hello@blocknotary.com,Igor Barinov,,igor@blocknotary.com
Block.io,block.io,https://twitter.com/blockio,https://www.block.io/contacts,,,,
block.one,block.one,,,,Dan Larimer,https://twitter.com/bytemaster7,dan@block.one
BlockAlpha Capital,blockalphacapital.com,,https://www.blockalphacapital.com/contact/,,Matthiew Feder,,
BlockCAT,blockcat.io,https://twitter.com/blockcatio,,team@blockcat.io,Eric Huang,,eric@blockcat.io
BlockCDN,blockcdn.org,https://twitter.com/blockcdn,,suport@blockcdn.org,,,
Blockchain,blockchain.com,https://twitter.com/blockchain,,hello@blockchain.com,Peter Smith,https://twitter.com/onemorepeter,peter@blockchain.com
Blockchain,blockchain.info,https://twitter.com/blockchain,,admin@blockchain.info,Peter Smith,,
Blockchain Apparatus,blockchainapparatus.com,,,info@blockchainapparatus.com,Nick Spanos,,
Blockchain Association of New Zealand,blockchain.org.nz,http://twitter.com/blockchainnz,https://blockchain.org.nz/contact-us/,contact@blockchain.org.nz,,,
Blockchain Capital,blockchain.capital,https://twitter.com/blockchaincap,http://blockchain.capital/contact/,contact@blockchaincapital.com,Bart Stephens,https://twitter.com/pbartstephens,
Blockchain Clearing Corporation,blockchainclearing.com,,,info@blockchainclearing.com,John Crossman,,john@blockchainclearing.com
Blockchain Curated,blockchaincurated.com,,https://www.blockchaincurated.com/contact/,,Zach Segal,https://twitter.com/zosegal,zach@blockchaincurated.com
Blockchain Education Network,blockchainedu.org,https://twitter.com/blockchainedu,,contact@blockchainedu.org,Jeremy Gardner,https://twitter.com/disruptepreneur,jeremy@blockchainedu.org
Blockchain Engine,blockchainengine.org,,https://www.blockchainengine.org/support/,,,,
Blockchain Group,blockchaingroup.io,https://twitter.com/blocksearch,,info@blockchaingroup.io,Lance Morginn,,lance@blockchaingroup.io
Blockchain Holding,blockchain-holding.com,,http://www.blockchain-holding.com/index.php/en/contact,contact@blockchain-holding.com,Martin Mockenhaupt,https://twitter.com/martinmockenhau,mockenhaupt@blockchain-holding.com
BlockChain Lab,blockchainlab.com,https://twitter.com/blockchainlab,http://blockchainlab.com/contact-us,info@blockchainlab.com,,,
Blockchain News,the-blockchain.com,http://www.twitter.com/blockchainers,,richard@the-blockchain.com,Richard Kastelein,https://twitter.com/expathos,richard@the-blockchain.com
Blockchain of Things,blockchainofthings.com,https://twitter.com/blockchainot,https://www.blockchainofthings.com/#ContactUs,,Andre De Castro,https://twitter.com/andretechexec,andre@blockchainofthings.com
Blockchain Philosophy Foundation,philanthropyblockchain.org,,,hello@philanthropyblockchain.org,Chris Zhong,,
Blockchain Source,blockchainsource.ch,https://twitter.com/blockchainsrc,,info@blockchainsource.ch,Tommy Back,https://twitter.com/murr3katt,tommy@blockchainsource.ch
Blockchain Technology Group,blocktech.com,http://twitter.com/blocktechcorp,https://blocktech.com/contact,info@blocktech.com,Nick Spanos,,nick@blocktech.com
Blockchain Technology Malaysia,blockchaintmhub.io,https://twitter.com/blockchaintmhub,https://blockchaintmhub.io/contact.html,,,,
Blockchain Technology Research Innovations,btric.org,https://twitter.com/btricorg,https://www.btric.org/contact-us/,info@btric.org,Terri Lei Beideman,,
BlockchainAge,blockchainage.com,https://twitter.com/blockchainage,,info@richtopia.com,Derin Cag,https://twitter.com/derincag,
BlockchainChanges.Me,http://blockchainchanges.me/,https://twitter.com/blokchainchange,http://blockchainchanges.me/contact-us/,,,,
BlockchainUniversity,blockchainu.co,https://twitter.com/blockchainu,http://blockchainu.co/partner-with-us/,info@blockchainu.co,Jeff Flowers,https://twitter.com/jflowers1974,
BlockCypher,blockcypher.com,https://twitter.com/blockcypher,https://www.blockcypher.com/#contactus,contact@blockcypher.com,Matthieu Riou,https://twitter.com/mriou,matthieu@blockcypher.com
Blocked Content,blockedcontent.io,https://twitter.com/blockedcontent1,http://box5648.temp.domains/~blockedc/contact-us/,,,,
Blockfolio,blockfolio.com,https://twitter.com/blockfolioapp,,support@blockfolio.com,Edward Moncada,https://twitter.com/edwardamoncada,edward@blockfolio.com
Blockfreight™,blockfreight.com,http://twitter.com/blockfreight,https://blockfreight.com/contact/,,Julian Smith,https://twitter.com/jsmith_dev,julian.smith@blockfreight.com
Blockgeeks,blockgeeks.com,https://twitter.com/blockgks,,support@blockgeeks.com,Erik Voorhees,,
Blockgram,blockgram.com,https://twitter.com/blockgram,,basel@blockgram.com,Basel Ismail,https://twitter.com/baselismail,basel@blockgram.com
BlockKeeper,blockkeeper.io,https://twitter.com/blockkeeperio,https://blockkeeper.io/contact/,contact@blockkeeper.io,Daniel Wingen,https://twitter.com/danielwingen,daniel@blockkeeper.io
Blocknet,blocknet.co,https://twitter.com/the_blocknet,,contact@blocknet.co,,,
Blocknote,blocknote.co,,,hi@blocknote.co,Andrii Dubetsky,,andrii@blocknote.co
Blocko Ventures,blockoventures.com,https://twitter.com/blockoventures,,hello@blockoventures.com,Victor Salciotti,https://twitter.com/salciotti,victor@blockoventures.com
Blockonomics,blockonomics.co,https://twitter.com/blockonomics_co,,webmaster@blockonomics.co,Shiva S,,shiva@blockonomics.co
Blockphase,blockphase.com,https://twitter.com/blockphase,https://www.blockphase.com/contact/,,Steven Austine,,
Blockpoint Capital Partners,blockpoint.fund,https://twitter.com/blockpointcap,,colin@blockpoint.fund,,,
BLOCKPOOL,blockpool.io,https://twitter.com/blockpoolio,,info@blockpool.io,,,
Blockport,blockport.io,https://twitter.com/blockportnl,,support@blockport.io,Sebastiaan Lichter,https://twitter.com/sebastiaanlicht,sebastiaan@blockport.io
BlockSeer,blockseer.com,https://twitter.com/blockseer,,info@blockseer.com,Danny Yang,,
Blockslab.io,blockslab.io,,,icos@blockslab.io,,,
Blockspin,blockspin.com,http://twitter.com/blockspin,,hello@blockspin.com,Darragh Browne,https://twitter.com/dabrowne,darragh@blockspin.com
Blockstack,blockstack.org,https://www.twitter.com/blockstack,,support@blockstack.org,Muneeb Ali,https://twitter.com/muneeb,muneeb@blockstack.org
Blockstrap,blockstrap.com,http://twitter.com/blockstrap,,hello@blockstrap.com,,,
Blockstream,blockstream.com,https://twitter.com/blockstream,,inquiries@blockstream.com,Samson Mow,https://twitter.com/excellion,samson@blockstream.com
BlockTech Ventures,block-tech.com,https://twitter.com/blocktechv,http://block-tech.com/contact.html,info@block-tech.com,Dean Sutton,https://twitter.com/deansutton,dean@block-tech.com
Blocktix,blocktix.io,https://twitter.com/blocktix,,info@blocktix.org,Rob Schins,https://twitter.com/soepkipcrypto,
BlockTrail,blocktrail.com,,,support@blocktrail.com,,,
BLOCKv.io,blockv.io,https://twitter.com/blockv_io,,tokensale@blockv.io,Reeve Collins,https://twitter.com/reevec,reeve@blockv.io
Blockvue,blockvue.com/,https://twitter.com/blockvue,,HELLO@BLOCKVUE.COM,Sam Gifford,,
Blockweather Holdings,blockweather.com,https://twitter.com/blockweather,https://www.blockweather.com/contact,info@blockweather.com,Shane M. Shields,,
Bloom,hellobloom.io,https://twitter.com/bloomtoken,,team@hellobloom.io,Jesse Leimgruber,https://twitter.com/jesserank,jesse@hellobloom.io
Bloq,bloq.com,https://twitter.com/bloqinc,https://bloq.com/#contact,info@bloq.com,Jeff Garzik,https://twitter.com/jgarzik,jeff@bloq.com
BlueCoin,bluecoin.io,https://twitter.com/bluecoin_info,,bluecoiner@yandex.com,Brian Santos,,
Bluzelle Networks,bluzelle.com,https://twitter.com/bluzellehq,,hello@bluzelle.com,Pavel Bains,https://twitter.com/pavelbains,pavel@bluzelle.com
BoardRoom,boardroom.to,https://twitter.com/governxproject,,info@boardroom.to,Nick Dodson,https://twitter.com/iamnickdodson,nick@boardroom.to
Boardwalktech,boardwalktech.com,http://twitter.com/boardwalktech,https://www.boardwalktech.com/contact.php,info@boardwalktech.com,Andrew Duncan,,
Bodhi,bodhi.network,https://twitter.com/bodhitoken,,contact@bodhi.network,Xiahong Lin,https://twitter.com/xhlin,
Bolenum,bolenum.com,https://twitter.com/bolenumplatform,http://bolenum.com/index.php/contact-us,contact@bolenum.com,Mani Robson,https://twitter.com/mjr_man,mani@bolenum.com
Bolero Crowdfunding,bolero-crowdfunding.be,https://twitter.com/bolerocrowdfund,,info@bolerocrowdfunding.be,,,
Bolivarcoin,bolicoin.com,https://twitter.com/bolivarcoin,,venezuelabolivarcoin@gmail.com,,,
Bolt.com,bolt.com,https://twitter.com/bolt,,info@bolt.com,,,
Bonpay,bonpay.com,https://twitter.com/bonpay_com,https://bonpay.com/contact-us/,support@bonpay.com,David Bel,,david.bel@bonpay.com
Boost Bitcoin Fund,boost.vc,https://twitter.com/boostvc,https://www.boost.vc/contact/,info@boost.vc,Adam Draper,https://twitter.com/adamdraper,
BOScoin,boscoin.io,https://twitter.com/boscoinio,,contact@boscoin.io,Inhwan Kim,,
BOTTOS AI,bottos.org,https://twitter.com/bottos_ai,,botadmin@bottos.org,Tingting Wang,,
Bounty0x,bounty0x.io,https://twitter.com/bounty0x,,angelo@bounty0x.io,Angelo Adam,,angelo@bounty0x.io
Bowhead Health,bowheadhealth.com,https://twitter.com/bowheadhealth,,support@bowheadhealth.com,Rhea Mehta,https://twitter.com/rheamehta,
Bread,token.breadapp.com,https://twitter.com/breadapp,,tokensupport@breadapp.com,Adam Traidman,https://twitter.com/traidman,adam@breadapp.com
Breadwallet,breadapp.com,https://twitter.com/breadapp,,support@breadwallet.com ,Aaron Lasher,https://twitter.com/aaronlasher,lasher@breadapp.com
BreakoutCoin,breakoutcoin.com,https://twitter.com/breakoutcoin,,info@breakoutcoin.com,James Stroud,,james@breakoutcoin.com
Bria Coin,briacoin.com,https://twitter.com/briacoin,,,,,
Britcoin,britcoin.com,https://twitter.com/britcoin3uk,https://britcoin.com/contact/,,William Thomas,,
BROTHER,bro-consortium.io,http://twitter.com/coinbrat/,http://bro-consortium.io/pages/contact/,,,,
BSAVE,bsave.io,https://twitter.com/bsave_io,https://www.bsave.io/contact/,hello@bsave.io,,,
BTC China,exchange.btcc.com,https://twitter.com/yourbtcc,https://www.btcc.com/contact,support@btcc.com,,,
BTC FUTURE,bitcoinmalaysia.com,https://twitter.com/sirxl,http://bitcoinmalaysia.com/contact/,admin@bitcoinmalaysia.com,,,
BTC INTERNET SERVICES,bitcoinmalaysia.com,https://twitter.com/sirxl,,contact@celebrusadvisory.com,,,
BTC Media,btcmedia.org,https://twitter.com/btcmediaorg,,contact@btcmedia.org,David Bailey,,david@btcmedia.org
BTC Trading Corp.,demo.btct.co,,,ceo@btct.co ,,,
BTC World News,btcworldnews.com,http://twitter.com/btcworldnews,,http://btcworldnews.com/contact-btc/,,,
BTC-SM,btc-sm.com,https://twitter.com/btcsm1,,sales@btc-sm.com,Sergei Kovalov,https://twitter.com/bratela_mamela,
BTC.com,btc.com,https://twitter.com/btccom_official,https://support.bitmain.com/hc/en-us/requests/new,support@btc.com,David Bailey,,
BTCash,btcash.io,,,hello@btcash.io,,,
BTCjam,btcjam.com,https://twitter.com/btcjam,,info@btcjam.com,Celso Pitta,,celso@btcjam.com
BTClevels,btclevels.com,https://twitter.com/btclevels,https://www.btclevels.com/contacts,,,,
BTCNews,btcnews.com,https://twitter.com/btcnewsinfo,http://btcnews.com/contact/,contact@btcnews.com,,,
BTCPOP,btcpop.co,https://twitter.com/btcpopco,,support@btcpop.co,,,
BtcTrip,btctrip.com,https://twitter.com/btctrip,,contact@btctrip.com,Martin Fernandez,,martin@btctrip.com
BTCXINDIA,btcxindia.com,https://twitter.com/btcxindia,,support@btcxindia.com,Mupparaju Siva Kameswara Rao,,
BTer.com,bter.com,,,support@mail.bter.com,,,
Buda,buda.com,https://twitter.com/surbtc,,milike@buda.com,Malik Buda,,milike@buda.com
Bulwark,bulwarkcrypto.com,https://twitter.com/bulwarkcoin,https://bulwarkcrypto.com/#section-contact,,,,
Bungalow,livebungalow.com,https://twitter.com/livebungalow,https://livebungalow.com/why-bungalow/#form,,,,
BuroHQ,burohq.co,https://twitter.com/buro_hq,,info@burohq.com,Manana Samuseva,,
